Source,Mechanism,TripleCount
LLM-fulltext,SARS-CoV-2_invasion,2
LLM-fulltext,SARS-CoV-2_invasion_of_CNS,2
LLM-fulltext,SARS-CoV-2_neuroinvasion,2
LLM-fulltext,SARS-CoV-2_pseudovirus_infection,2
LLM-fulltext,SARS-CoV-2_replication_in_HBMEC-ACE2,1
LLM-fulltext,SARS-CoV-2_replication_in_brain,1
LLM-fulltext,SARS-CoV-2_replication_in_endothelial_cells,1
LLM-fulltext,SARS-CoV-2_spike_protein_binding,2
LLM-fulltext,SARS-CoV-2_spike_protein_effect,2
LLM-fulltext,SARS-CoV2_Invasion_of_Brain,4
LLM-fulltext,SASP_Release,2
LLM-fulltext,SG_Sequestration,4
LLM-fulltext,SUMO2_Reduction_of_Condensates,1
LLM-fulltext,SUMO2_Reduction_of_Tau_Changes,1
LLM-fulltext,SUMOylation_Pathway_Interference,4
LLM-fulltext,S_Protein_Brain_Entry,1
LLM-fulltext,S_stimulation,1
LLM-fulltext,Scar_Formation,1
LLM-fulltext,Se_decrease,1
LLM-fulltext,Se_ferroptosis,1
LLM-fulltext,Se_lipid_peroxidation,1
LLM-fulltext,Se_neuroinflammation,1
LLM-fulltext,Secondary_Bacterial_Infections,1
LLM-fulltext,Secondary_Damage,1
LLM-fulltext,Secondary_Intracranial_Infections,4
LLM-fulltext,Secondary_Nervous_System_Damage,1
LLM-fulltext,Seizure_Threshold_Decrease,1
LLM-fulltext,Selective_Invasion,1
LLM-fulltext,Senescence_Induction,3
LLM-fulltext,Senescence_Marker_Expression,1
LLM-fulltext,Sensitization_Irritation,6
LLM-fulltext,Sensory_Nerve_Dysfunction,1
LLM-fulltext,Sensory_impairment,1
LLM-fulltext,Sepsis_and_Neurotoxicity,1
LLM-fulltext,Septic_Shock,1
LLM-fulltext,Serial_systemic_immune_inflammation_indices,2
LLM-fulltext,Severe_Hypoxemia_and_Hypoxia,1
LLM-fulltext,Severe_Inflammation,6
LLM-fulltext,Severe_Platelet_Reduction,1
LLM-fulltext,Severe_Systemic_Hypoxemia,1
LLM-fulltext,Severe_inflammation,1
LLM-fulltext,Severe_systemic_inflammation,1
LLM-fulltext,Shared_Genetic_Factors,2
LLM-fulltext,Shift_in_Adrenergic_Receptor_Expression,1
LLM-fulltext,Silent_Hypoxia,5
LLM-fulltext,Small_Vessel_Damage_Reduction,1
LLM-fulltext,Social_Isolation_Impact,2
LLM-fulltext,Soluble_Components_Induction,1
LLM-fulltext,Spike_Protein_Activation_of_Microglia,1
LLM-fulltext,Spike_Protein_Binding,1
LLM-fulltext,Spike_Protein_Conformation_Change,2
LLM-fulltext,Spike_Protein_Detection,1
LLM-fulltext,Spike_Protein_Immunopositivity,1
LLM-fulltext,Spike_Protein_Impact,4
LLM-fulltext,Spike_Protein_Interaction,1
LLM-fulltext,Spike_and_LPS_Interaction,1
LLM-fulltext,Spread_across_the_BBB,5
LLM-fulltext,Stem_Cell_Infection,1
LLM-fulltext,Stem_cell_infection,1
LLM-fulltext,Sterile_inflammation,6
LLM-fulltext,Stimulation_of_Regulatory_Inflammatory_Circuits,1
LLM-fulltext,Stress-mediated_dysregulation,8
LLM-fulltext,Stress_Impact_on_Neurodegeneration,5
LLM-fulltext,Stress_Induced_By_Pandemic,1
LLM-fulltext,Stroke,1
LLM-fulltext,Stroke_Complication,1
LLM-fulltext,Stroke_Occurrence,1
LLM-fulltext,Stroke_or_Intracerebral_Hemorrhage,1
LLM-fulltext,Structural_Changes,1
LLM-fulltext,Substantia_nigra_targeting,1
LLM-fulltext,Superantigen_Activation,1
LLM-fulltext,Superantigen_Release,1
LLM-fulltext,Susceptibility_to_Viral_Invasion,1
LLM-fulltext,Sustained_Gliosis,1
LLM-fulltext,Sustentacular_Cell_Damage,1
LLM-fulltext,Swelling_of_Brain_Cells,1
LLM-fulltext,Sympathetic_Hyperactivation,1
LLM-fulltext,Symptom_Manifestation,1
LLM-fulltext,Synapse_Reduction,1
LLM-fulltext,Synaptic_Damage,1
LLM-fulltext,Synaptic_Function_Impairment,2
LLM-fulltext,Synaptic_Loss,8
LLM-fulltext,Synaptic_Pathogenesis,1
LLM-fulltext,Synaptic_Propagation,1
LLM-fulltext,Synaptic_Remodeling,1
LLM-fulltext,Synaptic_Transmission,1
LLM-fulltext,Synergistic_Effects,1
LLM-fulltext,Synergistic_Interactions,3
LLM-fulltext,Systemic_Dysfunction,1
LLM-fulltext,Systemic_Effects_During_Severe_Sepsis,1
LLM-fulltext,Systemic_Hyperinflammation,1
LLM-fulltext,Systemic_Inflammation,18
LLM-fulltext,Systemic_Inflammation_and_Microvascular_Dysfunction,1
LLM-fulltext,Systemic_Inflammatory_Factors_Overproduction,3
LLM-fulltext,Systemic_Inflammatory_Response_Syndrome,3
LLM-fulltext,Systemic_Inflammatory_State,2
LLM-fulltext,Systemic_inflammation,1
LLM-fulltext,Systemic_inflammation_and_sepsis,3
LLM-fulltext,Systemic_inflammatory_response,1
LLM-fulltext,T-cell_Activation,2
LLM-fulltext,T-cell_Exhaustion,2
LLM-fulltext,T-cell_Hyperactivation,1
LLM-fulltext,T-cell_Imbalance,1
LLM-fulltext,TCR_Binding,1
LLM-fulltext,TDP-43_Pathology,3
LLM-fulltext,TDP-43_pathology,1
LLM-fulltext,TGF-β_Impact,3
LLM-fulltext,TJ_disruption,1
LLM-fulltext,TJ_protein_degradation,1
LLM-fulltext,TLR2_Activation,10
LLM-fulltext,TLR2_Interaction,4
LLM-fulltext,TLR4-TRIF-TRAF6_signaling_pathways,2
LLM-fulltext,TLR4_Activation,3
LLM-fulltext,TLR_Activation,12
LLM-fulltext,TLR_Mediated_Proinflammatory_Release,1
LLM-fulltext,TLR_Overactivation,1
LLM-fulltext,TLR_Overactivation_Consequences,1
LLM-fulltext,TLR_Signaling,1
LLM-fulltext,TLR_Stimulation,1
LLM-fulltext,TMPRSS2_Facilitation,1
LLM-fulltext,TMPRSS2_Protein_Activation,1
LLM-fulltext,TNF-α_Effect,3
LLM-fulltext,TNF-α_Impact_on_Synaptic_Transmission,2
LLM-fulltext,TNF-α_Secretion,1
LLM-fulltext,TNF-α_in_Synaptic_Scaling,2
LLM-fulltext,TNFRSF11B_Impact,2
LLM-fulltext,TREM2_Protein_Level_Increase,1
LLM-fulltext,TREM2_increase,3
LLM-fulltext,T_Cell_Differentiation,1
LLM-fulltext,T_Cell_Exhaustion,1
LLM-fulltext,T_Cell_Infection,1
LLM-fulltext,T_Cell_Infiltration,1
LLM-fulltext,T_Cell_Interaction_with_Microglia,1
LLM-fulltext,T_Cell_Mediated_Demyelination,1
LLM-fulltext,T_Cell_Response,1
LLM-fulltext,T_Lymphocyte_Infiltration,1
LLM-fulltext,T_Lymphocyte_Vulnerability,1
LLM-fulltext,T_cell_activation,1
LLM-fulltext,T_cell_exhaustion,9
LLM-fulltext,T_cells_facilitation,1
LLM-fulltext,Tau_Disruption,2
LLM-fulltext,Tau_Distribution_Alteration,1
LLM-fulltext,Tau_Hyperphosphorylation,1
LLM-fulltext,Tau_Pathology,11
LLM-fulltext,Tau_Phosphorylation,8
LLM-fulltext,Tau_Phosphorylation_Alteration,1
LLM-fulltext,Tau_Recruitment_into_Stress_Granules,1
LLM-fulltext,Tau_and_TDP-43_Pathology,1
LLM-fulltext,Tau_hyperphosphorylation,1
LLM-fulltext,Tauopathy,2
LLM-fulltext,Telomere_Shortening,1
LLM-fulltext,Th1/Th17_Axis_Hyperactivation,1
LLM-fulltext,Th1/Th17_axis_activation,7
LLM-fulltext,Th17_Switch,1
LLM-fulltext,Thrombi_Formation,1
LLM-fulltext,Thrombin_Production,1
LLM-fulltext,Thrombo-inflammation,1
LLM-fulltext,Thromboembolic_Occlusion,3
LLM-fulltext,Thromboinflammatory_Process,4
LLM-fulltext,Thrombosis,6
LLM-fulltext,Thrombosis_Induction,1
LLM-fulltext,Thrombotic_Complication,1
LLM-fulltext,Thrombotic_Event_Development,1
LLM-fulltext,Thrombotic_Events,2
LLM-fulltext,Thrombotic_Pathway_Activation,1
LLM-fulltext,Thrombotic_Risk,1
LLM-fulltext,Thrombus_Formation,1
LLM-fulltext,Tight_Junction_Disruption,4
LLM-fulltext,Tight_junctions_alteration,1
LLM-fulltext,Tissue_Contrast_Change,1
LLM-fulltext,Tissue_Damage,5
LLM-fulltext,Tissue_Inflammation,1
LLM-fulltext,Toll-like_Receptor_Activation,2
LLM-fulltext,Toxic_Encephalopathies,1
LLM-fulltext,Tracking_to_Medulla_Nuclei,1
LLM-fulltext,Trans-nasal_Invasion,1
LLM-fulltext,Trans-neuronal_Spread,1
LLM-fulltext,Trans-synaptic_Invasion,1
LLM-fulltext,Trans-synaptic_Transfer,1
LLM-fulltext,Trans-synaptic_Transmission,12
LLM-fulltext,Trans-synaptic_migration,5
LLM-fulltext,Transcellular_Migration,1
LLM-fulltext,Transcellular_migration,3
LLM-fulltext,Transcribial_Route,1
LLM-fulltext,Transcribrial_Neuroinvasive_Route,2
LLM-fulltext,Transcribrial_route_of_spread,1
LLM-fulltext,Transcriptional_Downregulation,1
LLM-fulltext,Transcriptional_Regulation,1
LLM-fulltext,Transcytosis,4
LLM-fulltext,Transcytosis_of_SARS-CoV-2,4
LLM-fulltext,Transcytosis_or_exosomes,1
LLM-fulltext,Transcytosis_via_Glycocalyx_Anchoring,1
LLM-fulltext,Transmucosal_Entry,1
LLM-fulltext,Transsynaptic_transmission,1
LLM-fulltext,Transsynaptic_viral_spread,5
LLM-fulltext,Treatment_Implication,2
LLM-fulltext,Trigeminal_Nerve_Stimulation,1
LLM-fulltext,Trigger_of_neurodegenerative_diseases,1
LLM-fulltext,Trojan_Horse_Mechanism,11
LLM-fulltext,Trojan_Horse_Strategy,1
LLM-fulltext,Trojan_Horse_mechanism,1
LLM-fulltext,Trojan_horse_mechanism,6
LLM-fulltext,Tryptophan_Metabolism_Alteration,7
LLM-fulltext,Tryptophan_Metabolism_Shift,2
LLM-fulltext,Tryptophan_Reduction,1
LLM-fulltext,Two-hit_Hypothesis,1
LLM-fulltext,Type-I_IFNs_production_dysregulation,1
LLM-fulltext,Type_I_IFN_Deficiency,1
LLM-fulltext,Type_I_IFN_Response,5
LLM-fulltext,UV-Inactivated_Virus_Inflammation,1
LLM-fulltext,Upregulation_of_Pro-inflammatory_Mediators,1
LLM-fulltext,VEGF_Regulation,1
LLM-fulltext,VEGF_Role,1
LLM-fulltext,VEGF_Synthesis,1
LLM-fulltext,Vagus_Nerve_Infection,1
LLM-fulltext,Variant_Pathogenicity,1
LLM-fulltext,Vascular_Anomalies,1
LLM-fulltext,Vascular_Bed_Infection,1
LLM-fulltext,Vascular_Damage,4
LLM-fulltext,Vascular_Disruption,1
LLM-fulltext,Vascular_Dysfunction,1
LLM-fulltext,Vascular_Endothelialitis,1
LLM-fulltext,Vascular_Endothelium_Damage,1
LLM-fulltext,Vascular_Homeostasis_Disruption,1
LLM-fulltext,Vascular_Infection,1
LLM-fulltext,Vascular_Inflammation,1
LLM-fulltext,Vascular_Injury,1
LLM-fulltext,Vascular_Leakage,3
LLM-fulltext,Vascular_Remodeling,1
LLM-fulltext,Vascular_Remodelling,1
LLM-fulltext,Vascular_Resistance_Increase,1
LLM-fulltext,Vascular_System_Attack,1
LLM-fulltext,Vascular_Thrombosis,1
LLM-fulltext,Vascular_and_Demyelinating_Changes,1
LLM-fulltext,Vascular_damage,1
LLM-fulltext,Vascular_damage_and_leakage,1
LLM-fulltext,Vascular_network_disruption,1
LLM-fulltext,Vasculitis,1
LLM-fulltext,Vasculitis_of_CNS,1
LLM-fulltext,Vasculopathy,10
LLM-fulltext,Vasoconstriction,5
LLM-fulltext,Vasodilation,1
LLM-fulltext,Vasoprotective_Axis_Downregulation,1
LLM-fulltext,Venous_sinus_thrombosis,1
LLM-fulltext,Vesicle_Dilation_in_Neurons,1
LLM-fulltext,Vessel_orientation_change,1
LLM-fulltext,Viral-induced_Cytokine_Storm,1
LLM-fulltext,Viral-induced_encephalitis_or_meningitis,1
LLM-fulltext,Viral-mediated_immune_response,2
LLM-fulltext,Viral_Binding_to_BBB_and_Brain-CSF_Barrier,3
LLM-fulltext,Viral_Control_of_Cellular_Metabolism,1
LLM-fulltext,Viral_Damage,1
LLM-fulltext,Viral_Damage_to_Olfactory_Epithelium,6
LLM-fulltext,Viral_Dissemination,1
LLM-fulltext,Viral_Encephalitis,9
LLM-fulltext,Viral_Entry,24
LLM-fulltext,Viral_Entry_Into_CNS,3
LLM-fulltext,Viral_Entry_Mechanisms,7
LLM-fulltext,Viral_Entry_Routes,19
LLM-fulltext,Viral_Entry_Through_ACE2,3
LLM-fulltext,Viral_Entry_Through_ACE2_Binding,1
LLM-fulltext,Viral_Entry_Through_ACE2_Receptors,12
LLM-fulltext,Viral_Entry_Through_Choroid_Plexus,1
LLM-fulltext,Viral_Entry_Through_Cribriform_Plate,1
LLM-fulltext,Viral_Entry_Through_Olfactory_Nerve,1
LLM-fulltext,Viral_Entry_and_Spread,8
LLM-fulltext,Viral_Infection,2
LLM-fulltext,Viral_Infectivity_Abrogation,2
LLM-fulltext,Viral_Invasion,11
LLM-fulltext,Viral_Invasion_Into_Brain,1
LLM-fulltext,Viral_Invasion_and_Spread,2
LLM-fulltext,Viral_Latency,1
LLM-fulltext,Viral_Life_Cycle,1
LLM-fulltext,Viral_Meningitis/Encephalitis,1
LLM-fulltext,Viral_Migration_and_Replication,1
LLM-fulltext,Viral_Neuro-invasion,1
LLM-fulltext,Viral_Neuroinvasion,6
LLM-fulltext,Viral_Neuropathology,34
LLM-fulltext,Viral_Occupation_of_Glycoconjugates,1
LLM-fulltext,Viral_Particle_Budding,1
LLM-fulltext,Viral_Penetration,1
LLM-fulltext,Viral_Penetration_Through_Choroid_Plexus,1
LLM-fulltext,Viral_Penetration_Through_Circumventricular_Organs,1
LLM-fulltext,Viral_Persistence,7
LLM-fulltext,Viral_Persistence_and_Demyelination,1
LLM-fulltext,Viral_Presence,2
LLM-fulltext,Viral_Presence_In_Neural_Tissue,1
LLM-fulltext,Viral_RNA_Breakdown_Hindrance,1
LLM-fulltext,Viral_RNA_Stimulation,5
LLM-fulltext,Viral_Reactivation,10
LLM-fulltext,Viral_Relapse_Trigger,1
LLM-fulltext,Viral_Replication,3
LLM-fulltext,Viral_Replication_in_CSF,1
LLM-fulltext,Viral_Spread,2
LLM-fulltext,Viral_Spread_and_Entry,2
LLM-fulltext,Viral_Spread_and_Inflammatory_Stress,3
LLM-fulltext,Viral_Spread_and_Neuroinflammation,5
LLM-fulltext,Viral_Trafficking_Between_Brainstem_and_Lungs,1
LLM-fulltext,Viral_Transcription_Enrichment,1
LLM-fulltext,Viral_Transmission_to_Brain,4
LLM-fulltext,Viral_Transport_Through_Endocytosis_and_Exocytosis,1
LLM-fulltext,Viral_Transport_Through_Tight_Junctions,1
LLM-fulltext,Viral_Transport_to_CNS,8
LLM-fulltext,Viral_Tropism,1
LLM-fulltext,Viral_distribution_in_brain,1
LLM-fulltext,Viral_expression_in_neurons,1
LLM-fulltext,Viral_involvement,1
LLM-fulltext,Viral_neurotropism,4
LLM-fulltext,Viral_replication_in_olfactory_epithelium,1
LLM-fulltext,Viral_transfer_to_OSNs,1
LLM-fulltext,Viremia,2
LLM-fulltext,Virus-induced_Demyelination,1
LLM-fulltext,Virus-induced_Inflammation,1
LLM-fulltext,Virus-induced_autoimmunity,1
LLM-fulltext,Virus-induced_demyelination,1
LLM-fulltext,Virus-induced_endothelium_abnormalities,1
LLM-fulltext,Virus-induced_hypercoagulable_state,1
LLM-fulltext,Virus-induced_hyperinflammatory_state,1
LLM-fulltext,Virus-induced_hypoxia,5
LLM-fulltext,Virus-induced_inflammation,1
LLM-fulltext,Virus_Docking,1
LLM-fulltext,Virus_Entrance_to_Blood_Circulation,1
LLM-fulltext,Virus_Entry,12
LLM-fulltext,Virus_Entry_Through_ACE2_Receptor,5
LLM-fulltext,Virus_Entry_via_ACE2,1
LLM-fulltext,Virus_Induced_Hypercoagulable_State,1
LLM-fulltext,Virus_Induced_Hyperinflammatory_State,1
LLM-fulltext,Virus_Infiltration_and_Spread,1
LLM-fulltext,Virus_Invasion,1
LLM-fulltext,Virus_Longevity,1
LLM-fulltext,Virus_Reactivation,12
LLM-fulltext,Virus_Reservoir,1
LLM-fulltext,Virus_Spread,1
LLM-fulltext,Virus_Spreading,1
LLM-fulltext,Virus_and_leukocyte_transmigration,1
LLM-fulltext,Virus_carrying_to_CNS,1
LLM-fulltext,Virus_entry,1
LLM-fulltext,Virus_replication_dependent_production,1
LLM-fulltext,Vitamin_D_Deficiency,1
LLM-fulltext,Vitamin_D_Modulation,1
LLM-fulltext,Vitamin_D_Retention,1
LLM-fulltext,Vulnerability_of_Brain_Regions,1
LLM-fulltext,Vulnerability_of_Circumventricular_Organs,1
LLM-fulltext,White_Matter_Damage,1
LLM-fulltext,White_Matter_Degeneration,1
LLM-fulltext,White_Matter_Microhemorrhages,1
LLM-fulltext,White_Matter_Microstructure_Changes,1
LLM-fulltext,Zn_antioxidant_capacity,1
LLM-fulltext,Zn_astrocyte_functions,1
LLM-fulltext,Zn_decrease,1
LLM-fulltext,Zta_Response_Enhancement,1
LLM-fulltext,aPL_Formation,1
LLM-fulltext,aPL_Levels_Elevation,1
LLM-fulltext,mTOR_Activation,1
LLM-fulltext,mTOR_Pathway_Hyperactivation,1
LLM-fulltext,mTOR_Signaling,1
LLM-fulltext,mTOR_pathway_activation,1
LLM-fulltext,nAChRs_Upregulation,1
LLM-fulltext,sACE2_level_change,3
LLM-fulltext,α-Synuclein_Accumulation,2
LLM-fulltext,α-Synuclein_Upregulation,2
LLM-fulltext,α-syn_Accumulation,1
LLM-fulltext,α-syn_Aggregation,4
LLM-fulltext,α-syn_Phosphorylation_Increase,1
LLM-fulltext,α-synuclein_Aggregation,2
LLM-fulltext,α-synuclein_Phosphorylation,1
LLM-fulltext,α-synuclein_Uptake,1
LLM-fulltext,α-synuclein_up-regulation,2
LLM-fulltext,α-synucleinopathies,2
LLM-fulltext,α-synucleinopathy_Propagation,4
