Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Normalized_Input,Category
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,COVID-19,Missing,Missing,SARS-CoV-2 S binding to ACE2,increases,COVID-19,CBM,sars cov 2 s binding to ace2 covid 19,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,COVID-19,Missing,Missing,SARS-CoV-2-human S-TMPRSS2 direct interaction,increases,COVID-19,CBM,sars cov 2 human s tmprss2 direct interaction covid 19,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Th1 Cells,COVID-19,increases,TNF,CBM,covid 19 tnf,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Th1 Cells,COVID-19,increases,IFNG,CBM,covid 19 ifng,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,inflammation,CBM,covid 19 inflammation,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,Axonal degeneration,CBM,covid 19 axonal degeneration,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,demyelination,CBM,covid 19 demyelination,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,NEFL,CBM,covid 19 nefl,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,TARDBP,CBM,covid 19 tardbp,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,SCNA,CBM,covid 19 scna,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,MAPT,CBM,covid 19 mapt,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,NEFL,increases,demyelination,CBM,nefl demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,TARDBP,increases,demyelination,CBM,tardbp demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,SCNA,increases,demyelination,CBM,scna demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,MAPT,increases,demyelination,CBM,mapt demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,NEFL,increases,Nerve Degeneration,CBM,nefl nerve degeneration,Immune and Inflammatory Response
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,TARDBP,increases,Nerve Degeneration,CBM,tardbp nerve degeneration,Viral Entry and Neuroinvasion
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,SCNA,increases,Nerve Degeneration,CBM,scna nerve degeneration,Viral Entry and Neuroinvasion
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,MAPT,increases,Nerve Degeneration,CBM,mapt nerve degeneration,Viral Entry and Neuroinvasion
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,multiple organ failure,CBM,covid 19 multiple organ failure,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,coagulopathy,CBM,covid 19 coagulopathy,Immune and Inflammatory Response
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,inflammation,CBM,covid 19 inflammation,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,"Hypoxia, Brain",CBM,"covid 19 hypoxia, brain",Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Metabolic Encephalopathy,CBM,covid 19 metabolic encephalopathy,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,cerebrovascular disease,CBM,covid 19 cerebrovascular disease,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,inflammatory encephalopathy,CBM,covid 19 inflammatory encephalopathy,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,encephalitis,CBM,covid 19 encephalitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Kawasaki disease,CBM,covid 19 kawasaki disease,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Guillain-Barre syndrome,CBM,covid 19 guillain barre syndrome,Immune and Inflammatory Response
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,acute disseminated encephalomyelitis,CBM,covid 19 acute disseminated encephalomyelitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Acute necrotizing encephalopathy,CBM,covid 19 acute necrotizing encephalopathy,Immune and Inflammatory Response
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,cell death,CBM,covid 19 cell death,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,viral encephalitis,CBM,covid 19 viral encephalitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,viral meningitis,CBM,covid 19 viral meningitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,endotheliitis,CBM,covid 19 endotheliitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,Anosmia,CBM,covid 19 anosmia,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,ageusia,CBM,covid 19 ageusia,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,neuropathy,CBM,covid 19 neuropathy,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,muscle injury,CBM,covid 19 muscle injury,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,Gliosis,CBM,covid 19 gliosis,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,microgliosis,CBM,covid 19 microgliosis,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,Nerve Degeneration,CBM,covid 19 nerve degeneration,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,impaired blood-brain barrier function,CBM,covid 19 impaired blood brain barrier function,Viral Entry and Neuroinvasion
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,CXCL8,CBM,covid 19 cxcl8,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,TNFRSF12A,CBM,covid 19 tnfrsf12a,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,VEGFA,CBM,covid 19 vegfa,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,S100A12,CBM,covid 19 s100a12,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,microgliosis,increases,TNFRSF11B,CBM,microgliosis tnfrsf11b,Immune and Inflammatory Response
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,microgliosis,increases,CD200R1,CBM,microgliosis cd200r1,Immune and Inflammatory Response
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,Nerve Degeneration,increases,EZR,CBM,nerve degeneration ezr,Viral Entry and Neuroinvasion
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,Nerve Degeneration,increases,EIF4EBP1,CBM,nerve degeneration eif4ebp1,Viral Entry and Neuroinvasion
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,MSR1,CBM,covid 19 msr1,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,microvascular damage,CBM,covid 19 microvascular damage,Immune and Inflammatory Response
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,Missing,Cerebrospinal Fluid,Missing,COVID-19,increases,activated macrophage infiltration,CBM,covid 19 activated macrophage infiltration,Immune and Inflammatory Response
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,Missing,Cerebrospinal Fluid,Missing,COVID-19,increases,B-cell infiltration,CBM,covid 19 b cell infiltration,Systemic Cross-Organ Effects
image_10,https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,34808227,COVID-19,Blood,Missing,SARS-CoV-2 S binding to ACE2,increases,COVID-19,CBM,sars cov 2 s binding to ace2 covid 19,Systemic Cross-Organ Effects
image_10,https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,34808227,COVID-19,Blood,Missing,Severe acute respiratory syndrome coronavirus 2,increases,cytokine production involved in immune response,CBM,severe acute respiratory syndrome coronavirus 2 cytokine production involved in immune response,Systemic Cross-Organ Effects
image_10,https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,34808227,COVID-19,Blood,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Autoantibodies,CBM,severe acute respiratory syndrome coronavirus 2 autoantibodies,Systemic Cross-Organ Effects
image_10,https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,34808227,COVID-19,Blood,Missing,Severe acute respiratory syndrome coronavirus 2,increases,bleeding,CBM,severe acute respiratory syndrome coronavirus 2 bleeding,Systemic Cross-Organ Effects
image_10,https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,34808227,COVID-19,Blood,Missing,Severe acute respiratory syndrome coronavirus 2,increases,impaired blood-brain barrier function,CBM,severe acute respiratory syndrome coronavirus 2 impaired blood brain barrier function,Systemic Cross-Organ Effects
image_10,https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,34808227,Missing,Neurons,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Cellular Stress,CBM,severe acute respiratory syndrome coronavirus 2 cellular stress,Systemic Cross-Organ Effects
