Image_number;URL;PMID;Pathophysiological Process;Anatomy;Cell;Subject;Object;Source;Predicate
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;COVID-19;Missing;Missing;COVID-19;cerebrovascular disease;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;COVID-19;Missing;Missing;COVID-19;inflammatory encephalopathy;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;COVID-19;Missing;Missing;COVID-19;encephalitis;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;COVID-19;Missing;Missing;COVID-19;Kawasaki disease;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;COVID-19;Missing;Missing;COVID-19;Guillain-Barre syndrome;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;COVID-19;Missing;Missing;COVID-19;acute disseminated encephalomyelitis;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;COVID-19;Missing;Missing;COVID-19;Acute necrotizing encephalopathy;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;cell death;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;viral encephalitis;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;viral meningitis;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;endotheliitis;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;Anosmia;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;ageusia;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;neuropathy;CBM;INCREASE
image_8;https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png;32506549;Missing;"Peripheral Nervous System; Muscles";Missing;COVID-19;muscle injury;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;Gliosis;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;microgliosis;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;Nerve Degeneration;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;impaired blood-brain barrier function;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;CXCL8;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;TNFRSF12A;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;VEGFA;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;S100A12;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;microgliosis;TNFRSF11B;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;microgliosis;CD200R1;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;Nerve Degeneration;EZR;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;Nerve Degeneration;EIF4EBP1;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;MSR1;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;COVID-19;"Brain; Parenchymal Tissue";Missing;COVID-19;microvascular damage;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;Missing;Cerebrospinal Fluid;Missing;COVID-19;activated macrophage infiltration;CBM;INCREASE
image_9;https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg;36351919;Missing;Cerebrospinal Fluid;Missing;COVID-19;B-cell infiltration;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;COVID-19;Blood;Missing;SARS-CoV-2 S binding to ACE2;COVID-19;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;COVID-19;Blood;Missing;Severe acute respiratory syndrome coronavirus 2;cytokine production involved in immune response;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;COVID-19;Blood;Missing;Severe acute respiratory syndrome coronavirus 2;Autoantibodies;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;COVID-19;Blood;Missing;Severe acute respiratory syndrome coronavirus 2;bleeding;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;COVID-19;Blood;Missing;Severe acute respiratory syndrome coronavirus 2;impaired blood-brain barrier function;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Neurons;Missing;Severe acute respiratory syndrome coronavirus 2;Cellular Stress;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Neurons;Missing;Severe acute respiratory syndrome coronavirus 2;Nerve Degeneration;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Neurons;Missing;Severe acute respiratory syndrome coronavirus 2;abnormal synaptic physiology;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Astrocytes;Missing;Severe acute respiratory syndrome coronavirus 2;Astrocytosis;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Astrocytes;Missing;Severe acute respiratory syndrome coronavirus 2;astrocyte activation;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Astrocytes;Missing;Severe acute respiratory syndrome coronavirus 2;astrocyte;CBM;DECREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Microglia;Missing;Severe acute respiratory syndrome coronavirus 2;priming of cellular response to stress;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Microglia;Missing;Severe acute respiratory syndrome coronavirus 2;phagocytosis;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Microglia;Missing;Severe acute respiratory syndrome coronavirus 2;inflammation;CBM;INCREASE
image_10;https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg;34808227;Missing;Oligodendrocytes;Missing;Severe acute respiratory syndrome coronavirus 2;demyelination;CBM;INCREASE
image_11;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png;33920904;COVID-19;Missing;Missing;SARS-CoV-2 S binding to ACE2;COVID-19;CBM;INCREASE
image_11;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png;33920904;COVID-19;Missing;Missing;SARS-CoV-2-human S-BSG direct interaction;COVID-19;CBM;INCREASE
image_11;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png;33920904;COVID-19;Missing;Missing;SARS-CoV-2-human S-NRP1 direct interaction;COVID-19;CBM;INCREASE
image_11;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png;33920904;COVID-19;Missing;Missing;Severe acute repiratory syndrome coronavirus 2;monocyte;CBM;INFECT
image_11;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png;33920904;COVID-19;Missing;Missing;Severe acute repiratory syndrome coronavirus 2;Olfactory Receptor Neurons;CBM;INFECT
image_11;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png;33920904;COVID-19;Missing;Missing;Severe acute repiratory syndrome coronavirus 2;sustentacular cell;CBM;INFECT
image_12;https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg;33433624;COVID-19;Missing;Missing;SARS-CoV-2 S binding to ACE2;COVID-19;CBM;INCREASE
image_12;https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg;33433624;COVID-19;Missing;Missing;COVID-19;Abnormal metabolism;CBM;INCREASE
image_12;https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg;33433624;COVID-19;Missing;Missing;COVID-19;vascular alteration;CBM;INCREASE
image_13;https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg;34062770;COVID-19;Missing;Missing;COVID-19;ageusia;CBM;INCREASE
image_13;https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg;34062770;COVID-19;Missing;Missing;COVID-19;Anosmia;CBM;INCREASE
image_13;https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg;34062770;COVID-19;Missing;Missing;COVID-19;Headache;CBM;INCREASE
image_13;https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg;34062770;COVID-19;Missing;Missing;COVID-19;dizziness;CBM;INCREASE
image_13;https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg;34062770;COVID-19;Missing;Missing;COVID-19;neuropsychiatric disorder;CBM;INCREASE
image_13;https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg;34062770;COVID-19;Missing;Missing;COVID-19;Ischemic stroke;CBM;INCREASE
image_13;https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg;34062770;COVID-19;Missing;Missing;COVID-19;encephalitis;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;Blood Vessels;Missing;Severe acute respiatory syndrome coronovairus 2;platelet activation;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;Blood Vessels;Missing;platelet activation;thrombosis;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;Blood Vessels;Missing;thrombosis;microhaemorrhage;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;Blood Vessels;Missing;thrombosis;ischemia;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;Blood Vessels;Missing;Severe acute respiatory syndrome coronovairus 2;increased vascular permeability;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;Blood Vessels;Missing;increased vascular permeability;cytokine leakage;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;Blood Vessels;Missing;Severe acute respiatory syndrome coronovairus 2;CD8-positive, alpha-beta cytotoxic T cell extravasation;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;perivascular space;Missing;Severe acute respiatory syndrome coronovairus 2;astrocytosis;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;perivascular space;Missing;Severe acute respiatory syndrome coronovairus 2;microgliosis;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;perivascular space;Missing;Severe acute respiatory syndrome coronovairus 2;Neuroinflammation;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;perivascular space;Missing;Severe acute respiatory syndrome coronovairus 2;autoantibody level;CBM;INCREASE
image_14;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;35922744;systemic inflammatory response;perivascular space;Missing;Severe acute respiatory syndrome coronovairus 2;Perivascular inflammation;CBM;INCREASE
image_15;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png;Not_found;COVID-19 invasion;Missing;Missing;SARS-CoV-2 S binding to ACE2;positive regulation of immune system process;CBM;INCREASE
image_15;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png;Not_found;COVID-19 invasion;Missing;Missing;positive regulation of immune system process;neuronal necrosis;CBM;INCREASE
image_15;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png;Not_found;COVID-19 invasion;Missing;Missing;positive regulation of immune system process;neuron apoptotic process;CBM;INCREASE
image_15;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png;Not_found;Cytokine storm;Missing;Missing;COVID-19;positive regulation of immune system process;CBM;INCREASE
image_15;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png;Not_found;Cytokine storm;Missing;Missing;positive regulation of immune system process;endothelial damage;CBM;INCREASE
